       1,  210.50,  241.00,    0.50,         1218.72,            0.00, 3,   20.20, -289.33,   13.12,   36.49
       2,  210.50,  241.00,    1.50,         1278.45,            0.00, 3,   20.20, -289.33,   13.12,   36.49
       3,  210.50,  241.00,    2.50,         1351.88,            0.00, 3,   20.20, -289.33,   13.12,   36.49
       4,  210.50,  241.00,    3.50,         1442.20,            0.00, 3,   20.20, -289.33,   13.12,   36.49
       5,  210.50,  241.00,    4.50,         1552.45,            0.00, 3,   20.20, -289.33,   13.12,   36.49
       6,  210.50,  241.00,    5.50,         1687.62,            0.00, 3,   20.20, -289.33,   13.12,   36.49
       7,  210.50,  241.00,    6.50,         1852.98,            0.00, 3,   20.20, -289.33,   13.12,   36.49
       8,  210.50,  241.00,    7.50,         2057.38,            0.00, 3,   20.20, -289.33,   13.12,   36.49
       9,  210.50,  241.00,    8.50,         2290.61,            0.00, 3,   20.20, -289.33,   13.12,   36.49
      10,  210.25,  241.00,    9.50,         1262.67,            0.00, 3,   20.20, -289.33,   13.12,   36.49
      11,  210.75,  241.00,    9.50,         1262.67,            0.00, 3,   20.20, -289.33,   13.12,   36.49
      12,  210.25,  241.00,   10.50,         1360.53,            0.00, 3,   20.20, -289.33,   13.12,   36.49
      13,  210.75,  241.00,   10.50,         1360.53,            0.00, 3,   20.20, -289.33,   13.12,   36.49
      14,  210.50,  241.00,   11.50,         1584.42,            0.00, 3,   20.20, -289.33,   13.12,   36.49
      15,  211.16,  241.00,    0.83,         1651.61,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      16,  211.16,  241.00,    0.50,         1651.61,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      17,  211.16,  241.00,    0.16,         1651.61,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      18,  211.50,  241.00,    0.83,         1651.61,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      19,  211.50,  241.00,    0.50,         1651.61,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      20,  211.50,  241.00,    0.16,         1651.61,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      21,  211.83,  241.00,    0.83,         1651.61,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      22,  211.83,  241.00,    0.50,         1651.61,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      23,  211.83,  241.00,    0.16,         1651.61,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      24,  211.16,  241.00,    1.83,         1740.85,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      25,  211.16,  241.00,    1.50,         1740.85,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      26,  211.16,  241.00,    1.16,         1740.85,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      27,  211.50,  241.00,    1.83,         1740.85,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      28,  211.50,  241.00,    1.50,         1740.85,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      29,  211.50,  241.00,    1.16,         1740.85,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      30,  211.83,  241.00,    1.83,         1740.85,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      31,  211.83,  241.00,    1.50,         1740.85,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      32,  211.83,  241.00,    1.16,         1740.85,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      33,  211.16,  241.00,    2.83,         1851.77,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      34,  211.16,  241.00,    2.50,         1851.77,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      35,  211.16,  241.00,    2.16,         1851.77,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      36,  211.50,  241.00,    2.83,         1851.77,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      37,  211.50,  241.00,    2.50,         1851.77,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      38,  211.50,  241.00,    2.16,         1851.77,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      39,  211.83,  241.00,    2.83,         1851.77,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      40,  211.83,  241.00,    2.50,         1851.77,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      41,  211.83,  241.00,    2.16,         1851.77,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      42,  211.16,  241.00,    3.83,         1989.71,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      43,  211.16,  241.00,    3.50,         1989.71,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      44,  211.16,  241.00,    3.16,         1989.71,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      45,  211.50,  241.00,    3.83,         1989.71,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      46,  211.50,  241.00,    3.50,         1989.71,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      47,  211.50,  241.00,    3.16,         1989.71,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      48,  211.83,  241.00,    3.83,         1989.71,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      49,  211.83,  241.00,    3.50,         1989.71,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      50,  211.83,  241.00,    3.16,         1989.71,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      51,  211.16,  241.00,    4.83,         2161.24,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      52,  211.16,  241.00,    4.50,         2161.24,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      53,  211.16,  241.00,    4.16,         2161.24,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      54,  211.50,  241.00,    4.83,         2161.24,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      55,  211.50,  241.00,    4.50,         2161.24,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      56,  211.50,  241.00,    4.16,         2161.24,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      57,  211.83,  241.00,    4.83,         2161.24,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      58,  211.83,  241.00,    4.50,         2161.24,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      59,  211.83,  241.00,    4.16,         2161.24,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      60,  211.16,  241.00,    5.83,         2374.02,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      61,  211.16,  241.00,    5.50,         2374.02,            0.00, 3,   89.01, -605.24,   19.64,   36.67
      62,  211.16,  241.00,    5.16,         2374.02,            0.00, 3,   89.01, -605.24,   19.64,   36.67
